document,title,body,jurisdiction,region,type,version,date,current,changes,sourceUrl,archiveUrl,url
us-cacd-hwang-2026-civil-ai-declaration,Standing Order for Civil Cases Assigned to Judge Anne Hwang,Central District of California (Judge Hwang),us-federal,California,standing-order,Amended,2026-07-31,true,,https://apps.cacd.uscourts.gov/JpsApi/file/ade560c3-2e60-4139-b094-08def1b8c688,,https://safelegalai.com/regulation/us-federal/us-cacd-hwang-2026-civil-ai-declaration
ireland-high-court-pd-hc142-generative-ai,Practice Direction HC 142: Responsible Use of Generative Artificial Intelligence in Court Documents,Irish High Court,ireland,,practice-direction,"Signed 29 July 2026, in operation 1 September 2026",2026-07-29,true,,https://www.courts.ie/practice-directions/full-practice-direction?url=practice-direction-on-the-responsible-use-of-generative-artificial-intelligence-in-court-documents,,https://safelegalai.com/regulation/ireland/ireland-high-court-pd-hc142-generative-ai
us-ga-fulton-emadi-2026-ai-certification,Standing Order Regarding Use of Artificial Intelligence and Certification of Citations in Judge Emadi’s Division,"Superior Court of Fulton County, Georgia (Judge Emadi)",us-state,Georgia,standing-order,Original,2026-07-29,true,,https://www.fultonsuperiorcourtga.gov/sites/default/files/judges/forms/emadi-standing_order_for_AI.pdf,,https://safelegalai.com/regulation/us-state/us-ga-fulton-emadi-2026-ai-certification
us-ncwd-court-2026-ai-use-order,In re Use of Artificial Intelligence,Western District of North Carolina,us-federal,North Carolina,standing-order,Original,2026-07-29,true,,https://www.ncwd.uscourts.gov/sites/default/files/local_rules/7-29-26%20Order%20re%20Use%20of%20AI%203-24mc104.pdf,,https://safelegalai.com/regulation/us-federal/us-ncwd-court-2026-ai-use-order
eu-ai-act,Regulation (EU) 2024/1689 (Artificial Intelligence Act),EU,eu,,statute,As amended by Regulation (EU) 2026/1744,2026-07-27,true,Digital Omnibus on AI defers Annex III high-risk obligations to 2 December 2027 and Annex I product-embedded obligations to 2 August 2028; Article 50 transparency and GPAI obligations unchanged.,https://eur-lex.europa.eu/eli/reg/2024/1689/oj,,https://safelegalai.com/regulation/eu/eu-ai-act
eu-ai-act,Regulation (EU) 2024/1689 (Artificial Intelligence Act),EU,eu,,statute,"Original (OJ L, 12 July 2024)",2024-07-12,false,,https://eur-lex.europa.eu/eli/reg/2024/1689/oj,,https://safelegalai.com/regulation/eu/eu-ai-act
eu-digital-omnibus-ai-2026-1744,Regulation (EU) 2026/1744 (Digital Omnibus on AI),EU,eu,,statute,Official Journal text,2026-07-24,true,,https://eur-lex.europa.eu/eli/reg/2026/1744/oj/eng,,https://safelegalai.com/regulation/eu/eu-digital-omnibus-ai-2026-1744
us-cacd-hsu-2026-ai-standing-order,Standing Order for Newly Assigned Civil Cases,Central District of California (Judge Hsu),us-federal,California,standing-order,Amended,2026-07-23,true,,https://apps.cacd.uscourts.gov/JpsApi/file/4f65396c-ed46-4536-7330-08dee8d9116a,,https://safelegalai.com/regulation/us-federal/us-cacd-hsu-2026-ai-standing-order
us-ga-fulton-ellerbe-2026-ai-certification,Standing Order Regarding Use of Artificial Intelligence and Certification of Citations in Judge Kelly Lee Ellerbe’s Division,"Superior Court of Fulton County, Georgia (Judge Ellerbe)",us-state,Georgia,standing-order,Original,2026-07-22,true,,https://www.fultonsuperiorcourtga.gov/sites/default/files/judges/Ellerbe/Use%20of%20Artifical%20Intelligence%20Order%20rev%206%202026.pdf,,https://safelegalai.com/regulation/us-state/us-ga-fulton-ellerbe-2026-ai-certification
us-tx-394th-district-2026-updated-ai-standing-order,394th Judicial District Court Updated Standing Order Regarding Use of Artificial Intelligence,394th Judicial District Court of Texas (Judge Kimball),us-state,Texas,standing-order,Original,2026-07-22,true,,https://topics.txcourts.gov/LocalRulesPublic/PreviewAttachment/3057,,https://safelegalai.com/regulation/us-state/us-tx-394th-district-2026-updated-ai-standing-order
us-ia-supreme-court-2026-ai-tools-rules,"Chapter 27, Judicial Use of Artificial Intelligence Tools",Iowa Supreme Court and Iowa Judicial Branch,us-state,Iowa,standing-order,Original,2026-07-21,true,,https://www.iowacourts.gov/collections/1007/files/2231/embedDocument/,,https://safelegalai.com/regulation/us-state/us-ia-supreme-court-2026-ai-tools-rules
eu-commission-article-50-transparency-guidelines,Guidelines on the transparency obligations under Article 50 of the AI Act,European Commission,eu,,guidance,"Final, C(2026) 5054 final",2026-07-20,true,"Final version, approved by the Commission on 20 July 2026 (C(2026) 5054 final), replaces the 8 May 2026 draft.",https://digital-strategy.ec.europa.eu/en/library/guidelines-transparency-obligations-providers-and-deployers-ai-systems,,https://safelegalai.com/regulation/eu/eu-commission-article-50-transparency-guidelines
eu-commission-article-50-transparency-guidelines,Guidelines on the transparency obligations under Article 50 of the AI Act,European Commission,eu,,guidance,Draft for consultation,2026-05-08,false,,https://digital-strategy.ec.europa.eu/en/policies/code-practice-ai-generated-content,,https://safelegalai.com/regulation/eu/eu-commission-article-50-transparency-guidelines
gr-law-5321-2026-ai-act-implementation,Law 5321/2026: measures for the implementation of Regulation (EU) 2024/1689 and amendment of Law 4961/2022,Parliament (GR),other,,statute,Government Gazette 2026 (FEK id 802524),2026-07-20,true,Original. Published in Government Gazette A 114 of 20 July 2026 (FEK A 114/20.07.2026); date confirmed from the Special Secretariat for AI announcement and Greek legal databases on 4 September 2026.,https://search.et.gr/el/fek/?fekId=802524,,https://safelegalai.com/regulation/other/gr-law-5321-2026-ai-act-implementation
in-bci-digital-conduct-circular-2026,Bar Council of India circular on digital and social-media conduct and professional responsibility of advocates,BCI,india,,regulation,Original (reported as BCI/D/4659/2026),2026-07-17,true,Original circular; official PDF not located on barcouncilofindia.org.,https://www.verdictum.in/news/bar-council-of-india-digital-social-media-conduct-legal-practitioners-1617984,,https://safelegalai.com/regulation/india/in-bci-digital-conduct-circular-2026
za-judiciary-conference-2026-resolutions-ai,"2026 Judiciary Conference Resolutions, Section 5 — Information Communication Technology, Digitisation and Artificial Intelligence",SA Judiciary Conference,south-africa,,policy,Final adopted,2026-07-16,true,"Adopted at the 2026 Judiciary Conference held in Umhlanga, Durban, 13–16 July 2026.",https://www.judiciary.org.za/images/news/2026/FINAL%20ADOPTED%202026%20Judiciary%20Conference%20Resolutions.pdf,,https://safelegalai.com/regulation/south-africa/za-judiciary-conference-2026-resolutions-ai
ec-cofj-reform-bill-ai-2026,Bill reforming the Organic Code of the Judicial Function to regulate AI use in judicial proceedings,Asamblea Nacional,other,,statute,Presented by Asambleista Monica Salazar,2026-07-13,true,Introduced; awaiting Legislative Administration Council review. No official URL located.,https://www.infobae.com/america/america-latina/2026/07/13/ecuador-busca-regular-el-uso-de-inteligencia-artificial-en-la-justicia-con-un-proyecto-que-fija-limites-y-sanciones/,,https://safelegalai.com/regulation/other/ec-cofj-reform-bill-ai-2026
int-uncitral-wgii-ai-dispute-resolution-colloquium,UNCITRAL Working Group II exploratory work on the use of AI in dispute resolution,UNCITRAL WG II,international,,consultation,Commission 59th session,2026-07-10,true,Commission adopted texts on electronic arbitral awards and Model Law revisions and set future work on dispute resolution in the digital economy; no AI-specific text adopted.,https://unis.unvienna.org/unis/en/pressrels/2026/unisl400.html,,https://safelegalai.com/regulation/international/int-uncitral-wgii-ai-dispute-resolution-colloquium
int-uncitral-wgii-ai-dispute-resolution-colloquium,UNCITRAL Working Group II exploratory work on the use of AI in dispute resolution,UNCITRAL WG II,international,,consultation,Colloquium on AI in dispute resolution and remote hearings,2026-02-16,false,,https://uncitral.un.org/en/colloquium_aidisputeresolution,,https://safelegalai.com/regulation/international/int-uncitral-wgii-ai-dispute-resolution-colloquium
my-naio-ai-governance-bill-consultation,Public Consultation: Proposed Artificial Intelligence (AI) Governance Bill,NAIO,other,,consultation,Consultation open 10 July to 1 August 2026,2026-07-10,true,,https://upc.mpc.gov.my/view-consultation/264,,https://safelegalai.com/regulation/other/my-naio-ai-governance-bill-consultation
us-cacd-slaughter-2026-ai-declaration,Civil Standing Order,Central District of California (Judge Slaughter),us-federal,California,standing-order,Amended,2026-07-10,true,,https://apps.cacd.uscourts.gov/JpsApi/file/26c7e990-34b1-41f3-4d99-08dedec318af,,https://safelegalai.com/regulation/us-federal/us-cacd-slaughter-2026-ai-declaration
eu-code-of-practice-ai-generated-content,Code of Practice on Transparency of AI-generated Content,EU AI Office,eu,,guidance,Commission adequacy opinion and AI Board endorsement,2026-07-09,true,"Commission opinion (8 July 2026) and AI Board endorsement (9 July 2026) confirm the code as an adequate voluntary tool for Article 50(2), (4) and (5) compliance.",https://digital-strategy.ec.europa.eu/en/policies/code-practice-ai-generated-content,,https://safelegalai.com/regulation/eu/eu-code-of-practice-ai-generated-content
eu-code-of-practice-ai-generated-content,Code of Practice on Transparency of AI-generated Content,EU AI Office,eu,,guidance,Final code text,2026-06-10,false,,https://digital-strategy.ec.europa.eu/en/policies/code-practice-ai-generated-content,,https://safelegalai.com/regulation/eu/eu-code-of-practice-ai-generated-content
ca-bc-provincial-court-ai-guidance,Guidance on using AI to prepare for court,BC Provincial Court,canada,British Columbia,guidance,eNews guidance,2026-07-08,true,,https://provincialcourt.bc.ca/news-notices-policies-and-practice-directions/enews/07-07-2026,,https://safelegalai.com/regulation/canada/ca-bc-provincial-court-ai-guidance
in-sc-pooja-ramesh-singh-v-jk-bank-2026,"Pooja Ramesh Singh v Jammu and Kashmir Bank Ltd, 2026 INSC 668",Supreme Court of India,india,,judgment-guidance,Judgment,2026-07-02,true,Original judgment (Narasimha and Aradhe JJ).,https://indiankanoon.org/doc/113338666/,,https://safelegalai.com/regulation/india/in-sc-pooja-ramesh-singh-v-jk-bank-2026
no-hoyesterett-advokatveiledningen-ai,"Veiledning for advokater, section 19 'Bruk av KI-verktøy'",Norwegian Supreme Court,other,,practice-direction,"Veiledning for advokater, per juli 2026",2026-07-01,true,"Current published version; the guidance is updated several times a year. Month-only date: the source gives the month, so the 1st is recorded as the date.",https://www.domstol.no/contentassets/d1d57fd8703546fd8f618c124e32d1d3/advokatveiledningen-juli-2026.pdf,,https://safelegalai.com/regulation/other/no-hoyesterett-advokatveiledningen-ai
no-hoyesterett-advokatveiledningen-ai,"Veiledning for advokater, section 19 'Bruk av KI-verktøy'",Norwegian Supreme Court,other,,practice-direction,AI section added after the April 2025 incident,2025-04-01,false,"Section on AI tools introduced after the Court received a brief containing AI-fabricated statutes and preparatory works. Month-only date: the source gives the month, so the 1st is recorded as the date.",https://www.domstol.no/no/hoyesterett/advokater/advokatveiledningen/,,https://safelegalai.com/regulation/other/no-hoyesterett-advokatveiledningen-ai
us-cacd-scarsi-2026-ai-declaration,Initial Standing Order for Civil Cases Assigned to Judge Mark C. Scarsi,Central District of California (Judge Scarsi),us-federal,California,standing-order,Original,2026-07-01,true,,https://apps.cacd.uscourts.gov/JpsApi/file/e3077185-22c0-4917-0e78-08dee28213c9,,https://safelegalai.com/regulation/us-federal/us-cacd-scarsi-2026-ai-declaration
us-tx-bexar-civil-district-courts-2026-local-rule-ai-certification,Bexar County Civil District Courts Local Rules A.I. Certification,Bexar County Civil District Courts,us-state,Texas,court-rule,Original,2026-07-01,true,,https://topics.txcourts.gov/LocalRulesPublic/PreviewAttachment/3022,,https://safelegalai.com/regulation/us-state/us-tx-bexar-civil-district-courts-2026-local-rule-ai-certification
us-tx-business-court-2026-local-rule-10-c-ai,Texas Business Court Local Rule 10(c): Artificial Intelligence,Texas Business Court,us-state,Texas,court-rule,Original,2026-07-01,true,,https://topics.txcourts.gov/LocalRulesPublic/PreviewAttachment/3023,,https://safelegalai.com/regulation/us-state/us-tx-business-court-2026-local-rule-10-c-ai
za-lssa-revised-generative-ai-ethics-guidelines,Revised Ethics Guidelines for Legal Practitioners in South Africa on the Use of Generative AI,LSSA AI Committee,south-africa,,guidance,Revised draft,2026-07-01,true,,https://www.derebus.org.za/responsible-ai-use-in-south-african-legal-practice-our-revised-guidelines-and-the-consultation-that-shaped-them/,,https://safelegalai.com/regulation/south-africa/za-lssa-revised-generative-ai-ethics-guidelines
br-tjpr-9-camara-ai-citation-fine-2026,TJPR 9th Civil Chamber: 2% bad-faith fine and OAB referral for AI-fabricated STJ precedent,TJPR,brazil,Parana,judgment-guidance,Judgment (proc. 0108267-74.2025.8.16.0000),2026-06-30,true,Initial decision; reported by the court and by Migalhas.,https://www.tjpr.jus.br/noticias/-/asset_publisher/9jZB/content/tjpr-multa-advogado-por-litig%C3%A2ncia-de-m%C3%A1-f%C3%A9-pelo-uso-de-ia-sem-zelo-e-cautela-/18319,,https://safelegalai.com/regulation/brazil/br-tjpr-9-camara-ai-citation-fine-2026
uk-cjc-ai-court-documents-interim-findings,The Use of AI for the Preparation of Court Documents: Update on Consultation Findings,CJC,uk,,report,Interim update,2026-06-30,true,,https://www.judiciary.uk/related-offices-and-bodies/advisory-bodies/cjc/latest-news/,,https://safelegalai.com/regulation/uk/uk-cjc-ai-court-documents-interim-findings
us-ny-supreme-ramseur-2026-genai-motion-certification,Part 34 Practices and Procedures: Artificial Intelligence Programs,"New York Supreme Court, New York County, Civil Term (Judge Ramseur)",us-state,New York,standing-order,As posted (undated),2026-06-30,true,,https://webfiles.nycourts.gov/public/2026-08/sfc-part-34-rules.pdf,,https://safelegalai.com/regulation/us-state/us-ny-supreme-ramseur-2026-genai-motion-certification
us-cand-chhabria-2026-class-settlement-ai,Judge Chhabria Civil Standing Order,Northern District of California (Judge Chhabria),us-federal,California,standing-order,Amended,2026-06-26,true,,https://www.cand.uscourts.gov/sites/default/files/standing-orders/VC-Civil-Standing-Order-6-26-2026.pdf,,https://safelegalai.com/regulation/us-federal/us-cand-chhabria-2026-class-settlement-ai
us-txwd-gonzalez-2026-ai-filings-standing-order,Standing Order Concerning the Use of Artificial Intelligence Before Judge Ernest Gonzalez,Western District of Texas (Judge Gonzalez),us-federal,Texas,standing-order,Original,2026-06-25,true,,https://www.txwd.uscourts.gov/wp-content/uploads/2026/06/EG-Standing-Order-on-AI-1st-draft-6-24-2026-1.pdf,,https://safelegalai.com/regulation/us-federal/us-txwd-gonzalez-2026-ai-filings-standing-order
np-judiciary-ict-policy-2083,"Judiciary Information and Communication Technology Policy, 2083 (2026)",Supreme Court of Nepal,other,,policy,Original,2026-06-24,true,Approved by the Supreme Court full bench; document dated 2083-03-10 BS; adoption reported 3 July 2026.,https://supremecourt.gov.np/court/public/media/2026_07/6be1c3d55afda34eb3b18eebd6bb0d08.pdf,,https://safelegalai.com/regulation/other/np-judiciary-ict-policy-2083
ct-practice-book-4-9-genai-compliance,Connecticut Practice Book Section 4-9: Generative Artificial Intelligence Compliance,Connecticut Judicial Branch,us-state,Connecticut,court-rule,Original,2026-06-23,true,,https://www.jud.ct.gov/legalresources/NewsLog/Post?id=6805,,https://safelegalai.com/regulation/us-state/ct-practice-book-4-9-genai-compliance
us-ct-superior-court-2026-generative-ai-compliance,Practice Book Amendments: Generative Artificial Intelligence Compliance,Connecticut Superior Court,us-state,Connecticut,court-rule,Original,2026-06-23,true,,https://www.jud.ct.gov/legalresources/Docs/LJDocs/Misc/2026/26/pblj_8752.pdf,,https://safelegalai.com/regulation/us-state/us-ct-superior-court-2026-generative-ai-compliance
